Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Seat Comfort,Departure/Arrival Time Convenient,Food and Drink,Gate Location,Inflight Wifi Service,Inflight Entertainment,Online Support,Ease of Online Booking,On-board Service,Leg Room Service,Baggage Handling,Check-in Service,Cleanliness,Online Boarding,Satisfaction
Female,Loyal,44,Business,Business,3303,0.0,0.0,3,3,3,3,4,4,4,5,5,5,5,5,5,5,Satisfied
Male,Loyal,41,Business,Business,598,12.0,5.0,1,1,1,1,2,5,5,5,5,5,5,3,5,5,Satisfied
Male,Loyal,8,Personal,Eco,2199,0.0,0.0,1,4,1,5,5,1,5,5,4,3,5,4,4,5,Dissatisfied
Female,Loyal,35,Personal,Eco,1777,11.0,22.0,4,4,4,4,4,4,4,5,5,5,5,5,5,3,Satisfied
Female,Loyal,37,Personal,Eco,2201,22.0,4.0,4,4,4,4,4,4,4,4,4,4,1,1,3,4,Satisfied
Male,Loyal,49,Personal,Eco Plus,2008,0.0,14.0,2,5,2,3,3,2,2,3,4,2,5,3,5,3,Dissatisfied
Female,Disloyal,44,Business,Business,1559,6.0,40.0,2,2,2,5,2,2,2,2,3,4,4,5,4,2,Dissatisfied
Male,Loyal,49,Business,Business,314,9.0,4.0,5,5,5,5,2,5,5,4,4,4,4,3,4,5,Satisfied
Male,Loyal,50,Business,Business,2281,23.0,16.0,5,5,5,5,3,4,5,4,4,4,4,5,4,4,Satisfied
Male,Disloyal,40,Business,Eco,1182,0.0,0.0,1,1,1,3,4,1,3,4,1,5,4,3,3,4,Dissatisfied
Male,Disloyal,30,Business,Business,4105,0.0,0.0,4,4,4,4,2,4,2,2,3,5,4,4,4,2,Dissatisfied
Female,Loyal,57,Business,Business,823,0.0,0.0,5,4,4,4,1,2,3,5,5,4,5,4,5,4,Dissatisfied
Male,Disloyal,23,Business,Business,1579,33.0,23.0,2,1,2,1,4,2,4,4,3,4,2,1,2,4,Dissatisfied
Female,Loyal,30,Business,Business,1534,1.0,0.0,5,5,5,5,4,4,4,4,5,3,4,4,4,4,Satisfied
Female,Loyal,56,Personal,Eco,478,0.0,16.0,4,2,4,3,1,4,4,1,1,4,1,3,1,2,Dissatisfied
Male,Loyal,28,Personal,Eco,2029,21.0,28.0,2,5,2,4,2,2,2,2,5,2,4,4,4,2,Dissatisfied
Female,Loyal,32,Business,Business,3651,0.0,0.0,2,2,2,2,4,4,4,4,3,2,5,4,5,4,Satisfied
Female,Loyal,24,Personal,Eco,1620,69.0,59.0,4,5,5,5,4,4,4,4,4,5,5,5,4,4,Satisfied
Female,Loyal,41,Business,Business,1255,0.0,0.0,1,1,1,1,4,4,5,5,5,5,5,5,5,3,Satisfied
Female,Disloyal,11,Personal,Eco,2123,0.0,0.0,2,4,2,4,5,2,5,5,5,4,4,1,4,5,Dissatisfied
Male,Loyal,31,Business,Business,4117,0.0,8.0,4,1,1,1,1,1,4,1,2,4,4,4,3,1,Dissatisfied
Female,Loyal,41,Business,Eco,1935,0.0,0.0,2,4,4,4,2,2,2,2,2,1,2,1,2,2,Dissatisfied
Male,Loyal,64,Business,Business,3969,0.0,0.0,5,5,5,5,3,4,1,4,4,4,4,2,4,1,Satisfied
Male,Loyal,61,Business,Business,1756,7.0,15.0,3,2,2,2,5,2,1,3,3,3,3,2,3,1,Dissatisfied
Male,Loyal,49,Business,Business,502,0.0,0.0,4,4,4,4,5,4,5,4,4,4,4,4,4,4,Satisfied
Male,Loyal,51,Business,Business,2076,0.0,8.0,4,4,4,4,3,4,5,5,5,5,5,5,5,4,Satisfied
Female,Loyal,46,Business,Eco Plus,322,0.0,4.0,4,4,4,4,2,4,4,4,4,4,4,4,4,3,Dissatisfied
Male,Loyal,31,Personal,Eco,2586,16.0,44.0,2,3,2,3,5,2,5,5,1,1,3,3,4,5,Dissatisfied
Female,Loyal,17,Personal,Eco,2311,0.0,4.0,5,5,5,3,1,5,1,1,3,4,4,3,5,1,Satisfied
Female,Loyal,41,Business,Business,1665,11.0,0.0,2,2,2,2,4,5,5,4,4,4,4,4,4,3,Satisfied
Male,Loyal,33,Business,Eco,1416,0.0,0.0,4,4,4,4,4,4,4,4,5,3,5,5,5,4,Satisfied
Male,Loyal,47,Business,Business,2717,9.0,19.0,1,4,4,4,5,3,4,1,1,1,1,3,1,2,Dissatisfied
Male,Loyal,29,Business,Business,4217,0.0,0.0,1,5,5,5,1,1,1,1,3,4,4,3,4,1,Dissatisfied
Male,Loyal,51,Personal,Eco Plus,2223,5.0,0.0,1,5,1,1,3,1,1,3,4,2,5,3,4,3,Dissatisfied
Male,Loyal,38,Business,Eco,980,42.0,65.0,4,5,5,5,4,4,4,4,3,4,4,4,3,4,Dissatisfied
Female,Loyal,34,Business,Business,3346,1.0,1.0,5,5,5,5,2,5,5,5,5,5,5,4,5,3,Satisfied
Male,Loyal,31,Business,Business,3171,0.0,0.0,1,5,5,5,1,1,1,1,3,2,2,1,3,1,Dissatisfied
Female,Loyal,30,Business,Eco,1232,4.0,23.0,2,1,4,1,2,2,2,2,2,2,4,1,3,2,Dissatisfied
Female,Disloyal,30,Business,Eco Plus,1251,0.0,0.0,3,3,3,4,3,3,3,3,3,3,3,1,4,3,Dissatisfied
Male,Loyal,26,Business,Business,4689,8.0,5.0,3,3,3,3,4,4,4,4,4,2,5,4,5,4,Satisfied
Male,Loyal,63,Personal,Eco,1150,0.0,0.0,4,4,4,2,1,4,2,1,1,4,4,5,1,1,Satisfied
Male,Loyal,80,Business,Eco Plus,1998,0.0,0.0,5,1,1,1,3,5,3,3,5,2,2,2,2,3,Satisfied
Female,Disloyal,24,Business,Eco,3181,0.0,0.0,2,2,2,4,1,2,1,1,1,3,4,2,3,1,Dissatisfied
Male,Loyal,59,Business,Business,2174,0.0,0.0,5,5,5,5,3,5,5,4,4,4,4,3,4,3,Satisfied
Female,Loyal,55,Business,Business,473,0.0,0.0,1,4,1,1,2,5,4,5,5,5,5,3,5,5,Satisfied
Female,Loyal,41,Business,Eco Plus,409,0.0,0.0,2,3,3,3,2,4,4,2,2,2,2,3,2,4,Dissatisfied
Male,Disloyal,27,Business,Business,3171,0.0,0.0,4,4,4,1,2,4,2,2,3,4,5,3,5,2,Dissatisfied
Male,Loyal,29,Personal,Eco,2230,4.0,0.0,2,1,2,3,3,2,3,3,1,4,2,1,3,3,Dissatisfied
Male,Loyal,27,Business,Business,3963,0.0,0.0,4,4,3,4,5,4,5,5,5,4,5,3,5,5,Satisfied
Male,Loyal,32,Business,Business,2354,0.0,10.0,3,3,3,3,4,4,4,4,5,3,5,5,4,4,Satisfied
Female,Disloyal,34,Business,Eco,1237,0.0,0.0,2,1,2,3,5,2,5,5,1,1,3,1,3,5,Dissatisfied
Male,Loyal,43,Business,Business,2744,0.0,10.0,2,5,5,5,4,4,4,2,2,2,2,3,2,3,Dissatisfied
Female,Loyal,62,Business,Eco,106,0.0,0.0,3,4,4,4,5,3,3,3,3,3,3,3,3,1,Dissatisfied
Female,Loyal,35,Business,Eco,3584,94.0,73.0,3,5,4,5,3,3,3,3,4,4,3,2,3,3,Dissatisfied
Male,Disloyal,27,Business,Business,2491,0.0,0.0,1,1,1,2,2,1,2,2,5,5,4,3,5,2,Dissatisfied
Female,Loyal,23,Business,Business,4607,1.0,0.0,1,1,1,1,2,2,2,2,5,3,4,4,4,2,Satisfied
Male,Loyal,39,Business,Business,1791,0.0,10.0,3,3,3,3,2,4,5,3,3,4,3,4,3,5,Satisfied
Male,Loyal,56,Business,Business,1857,3.0,5.0,5,5,5,5,3,5,5,4,4,4,4,5,4,4,Satisfied
Male,Loyal,49,Business,Business,212,0.0,0.0,4,4,4,4,2,4,5,3,3,4,4,3,3,3,Satisfied
Female,Loyal,62,Business,Eco Plus,301,0.0,0.0,4,3,2,2,1,5,3,4,4,4,4,5,4,4,Satisfied
Female,Loyal,51,Business,Eco,579,7.0,0.0,4,5,5,5,2,1,1,4,4,4,4,4,4,2,Satisfied
Female,Loyal,32,Business,Eco,2439,17.0,17.0,4,1,1,1,4,4,4,4,4,2,2,4,2,4,Dissatisfied
Male,Disloyal,27,Business,Eco,1434,47.0,44.0,3,1,3,3,4,3,5,4,3,3,2,3,2,4,Dissatisfied
Female,Loyal,36,Business,Business,408,51.0,47.0,3,4,4,4,2,2,3,3,3,3,3,3,3,3,Dissatisfied
Female,Loyal,22,Business,Business,2427,0.0,53.0,2,5,5,5,2,2,2,2,2,4,3,3,3,2,Dissatisfied
Female,Loyal,40,Business,Business,1724,0.0,19.0,3,3,3,3,2,4,3,3,3,3,3,4,3,3,Dissatisfied
Male,Loyal,20,Business,Business,4178,14.0,7.0,1,4,4,4,1,1,1,1,4,4,4,2,3,1,Dissatisfied
Female,Loyal,40,Business,Eco,2134,23.0,6.0,4,2,3,3,4,4,4,4,1,2,3,1,3,4,Dissatisfied
Male,Loyal,25,Business,Eco Plus,1686,0.0,0.0,5,1,1,1,5,5,3,5,2,4,3,1,5,5,Satisfied
Male,Loyal,42,Business,Business,3854,0.0,0.0,5,5,5,5,4,4,4,4,4,4,4,5,4,3,Satisfied
Male,Loyal,54,Business,Business,2792,0.0,0.0,1,2,2,2,2,2,2,1,1,1,1,1,1,3,Dissatisfied
Female,Loyal,66,Business,Business,258,0.0,0.0,2,2,4,2,4,5,5,4,4,4,5,4,4,4,Satisfied
Male,Loyal,67,Personal,Eco,1776,0.0,0.0,2,5,2,3,3,2,3,3,4,2,4,4,4,3,Dissatisfied
Male,Loyal,43,Business,Business,2608,0.0,0.0,3,3,3,3,3,4,4,5,5,5,5,5,5,5,Satisfied
Female,Loyal,37,Business,Business,3260,0.0,0.0,2,2,2,2,5,3,3,5,5,5,5,5,5,3,Satisfied
Female,Loyal,46,Personal,Eco,268,0.0,5.0,4,5,5,5,4,4,4,4,2,5,2,1,1,4,Satisfied
Male,Loyal,48,Business,Business,2263,3.0,0.0,3,4,4,4,2,3,3,3,3,3,3,4,3,1,Dissatisfied
Female,Disloyal,28,Business,Eco,2198,0.0,0.0,1,1,1,2,4,1,4,4,3,5,4,1,3,4,Dissatisfied
Female,Loyal,24,Personal,Eco,1600,0.0,0.0,3,5,5,3,2,5,2,2,5,5,5,5,5,2,Dissatisfied
Female,Loyal,8,Personal,Eco,1424,0.0,0.0,1,1,1,1,5,4,5,5,5,5,5,5,5,3,Satisfied
Male,Loyal,54,Business,Eco,1831,117.0,118.0,4,1,1,1,3,4,3,3,1,4,3,2,2,3,Satisfied
Female,Disloyal,32,Business,Eco,983,10.0,14.0,2,4,2,4,5,2,2,5,4,2,4,4,4,5,Dissatisfied
Male,Loyal,59,Business,Eco,1289,3.0,1.0,5,5,5,5,5,5,5,5,4,3,2,2,2,5,Satisfied
Male,Loyal,32,Business,Business,1709,123.0,128.0,5,5,5,5,5,4,5,5,3,5,4,3,5,5,Satisfied
Female,Loyal,36,Business,Eco Plus,2034,0.0,1.0,1,2,2,2,1,1,1,1,3,2,3,2,4,1,Dissatisfied
Male,Loyal,26,Business,Business,2617,37.0,23.0,2,5,4,5,2,2,2,2,2,3,4,2,3,2,Dissatisfied
Female,Disloyal,26,Business,Business,1908,16.0,14.0,4,4,4,1,5,4,5,5,3,2,4,4,5,5,Dissatisfied
Female,Loyal,44,Business,Eco,379,0.0,0.0,4,1,1,1,3,2,4,4,4,4,4,4,4,2,Satisfied
Male,Loyal,51,Personal,Eco,1842,0.0,0.0,4,5,5,2,2,5,1,2,3,4,4,4,4,2,Dissatisfied
Female,Loyal,40,Personal,Business,553,0.0,1.0,5,3,3,3,2,2,4,5,5,5,5,1,5,1,Satisfied
Female,Loyal,35,Personal,Eco,2441,0.0,0.0,4,4,4,4,2,4,2,2,4,2,4,5,5,2,Dissatisfied
Male,Loyal,42,Business,Business,1665,9.0,0.0,5,5,5,5,5,4,4,5,5,5,5,3,5,3,Satisfied
Female,Loyal,46,Business,Business,3549,0.0,0.0,5,5,2,5,5,4,5,5,5,4,5,3,5,4,Satisfied
Female,Loyal,36,Personal,Eco,3226,27.0,35.0,5,5,5,5,5,5,5,4,2,3,4,5,4,5,Satisfied
Male,Loyal,41,Business,Business,2669,8.0,9.0,1,1,1,1,2,5,4,3,3,3,3,4,3,3,Satisfied
Male,Loyal,68,Personal,Eco,2895,0.0,3.0,3,5,3,1,1,3,1,1,4,3,3,4,4,1,Dissatisfied
Female,Disloyal,48,Business,Business,2181,0.0,0.0,5,5,5,4,5,5,5,5,5,2,5,4,5,5,Satisfied
Male,Disloyal,29,Business,Business,3839,15.0,0.0,1,2,2,5,2,2,2,2,4,3,4,4,5,2,Dissatisfied
Female,Loyal,19,Personal,Eco,1643,0.0,0.0,3,4,3,3,4,5,4,5,5,5,5,3,5,5,Satisfied
Male,Loyal,18,Personal,Eco,2025,20.0,16.0,2,5,2,1,5,2,5,5,3,3,4,4,5,5,Dissatisfied
Male,Loyal,52,Personal,Eco Plus,2872,0.0,9.0,2,5,1,5,4,1,4,4,4,5,4,3,5,4,Dissatisfied
Female,Disloyal,24,Business,Eco,1933,22.0,64.0,1,2,1,3,5,1,5,5,2,2,4,4,4,5,Dissatisfied
Female,Loyal,26,Personal,Eco,1148,1.0,3.0,5,5,5,5,4,4,4,4,5,2,5,4,5,4,Satisfied
Male,Loyal,31,Business,Business,4706,1.0,0.0,1,1,1,1,5,5,5,5,5,4,4,3,5,5,Satisfied
Female,Disloyal,22,Business,Business,2083,0.0,0.0,5,5,5,3,5,2,2,4,4,4,4,2,5,2,Satisfied
Female,Loyal,51,Business,Business,1489,0.0,0.0,3,3,3,3,5,5,4,4,4,4,4,4,4,4,Satisfied
Male,Loyal,34,Personal,Eco,1563,0.0,0.0,2,4,2,4,1,2,1,1,2,3,2,5,5,1,Dissatisfied
Male,Loyal,45,Business,Eco,2145,5.0,0.0,5,1,1,1,5,5,5,5,3,3,1,2,5,5,Satisfied
Female,Loyal,44,Business,Eco,326,49.0,54.0,2,2,4,2,4,2,2,2,2,2,2,2,2,1,Dissatisfied
Male,Loyal,64,Personal,Eco,1778,0.0,0.0,2,2,2,3,3,2,3,3,1,4,3,2,3,3,Dissatisfied
Male,Loyal,27,Business,Business,3119,0.0,0.0,3,3,3,3,4,4,4,4,5,3,5,3,5,4,Satisfied
Female,Loyal,55,Business,Eco Plus,533,0.0,0.0,1,2,4,2,1,4,3,1,1,1,1,1,1,2,Dissatisfied
Female,Loyal,51,Business,Business,237,0.0,0.0,4,4,4,4,3,4,5,5,5,4,5,4,5,3,Satisfied
Male,Loyal,15,Personal,Eco,1061,21.0,14.0,3,1,3,2,5,3,5,5,3,3,1,2,1,5,Dissatisfied
Male,Disloyal,34,Business,Eco,1718,0.0,0.0,2,2,2,3,3,2,3,3,3,3,3,4,3,3,Dissatisfied
Female,Loyal,41,Business,Business,1651,36.0,22.0,4,4,4,4,3,3,4,4,4,4,4,4,4,4,Dissatisfied
Male,Loyal,65,Personal,Eco,1629,11.0,28.0,2,1,2,3,5,2,5,5,2,4,3,3,3,5,Dissatisfied
Male,Loyal,47,Business,Eco,1969,0.0,0.0,4,3,3,3,4,4,4,4,2,1,3,2,4,4,Satisfied
Female,Loyal,50,Business,Business,1738,0.0,0.0,2,2,2,2,3,2,4,4,4,4,5,4,4,3,Satisfied
Male,Disloyal,22,Business,Eco,1652,124.0,126.0,3,2,2,4,3,2,3,3,4,2,4,5,4,3,Dissatisfied
Male,Disloyal,27,Business,Business,2410,1.0,11.0,3,3,3,3,2,3,2,2,4,1,2,2,2,2,Dissatisfied
Male,Loyal,11,Personal,Eco,1361,81.0,103.0,2,1,2,3,5,2,2,5,2,1,4,1,3,5,Dissatisfied
Male,Loyal,52,Personal,Eco,1767,0.0,0.0,2,2,2,3,1,2,1,1,2,3,4,1,3,1,Dissatisfied
Male,Loyal,55,Business,Eco,1748,0.0,0.0,3,4,4,4,3,3,3,3,2,2,4,3,3,3,Dissatisfied
Male,Loyal,54,Business,Business,342,11.0,7.0,2,4,2,2,3,2,2,2,2,2,2,1,2,1,Dissatisfied
Female,Loyal,32,Business,Business,1922,0.0,0.0,4,4,5,4,5,5,5,5,3,1,2,5,5,5,Satisfied
Female,Loyal,56,Business,Eco,577,15.0,6.0,4,1,1,1,3,4,4,4,4,4,4,4,4,1,Dissatisfied
Female,Disloyal,51,Business,Eco Plus,2022,1.0,0.0,3,2,2,1,4,3,4,4,3,5,2,4,2,4,Dissatisfied
Female,Loyal,49,Business,Business,1264,53.0,57.0,3,3,3,3,3,4,4,5,5,4,5,5,5,4,Satisfied
Female,Loyal,39,Business,Eco,1172,0.0,0.0,5,5,5,5,5,5,5,5,2,3,5,3,2,5,Satisfied
Male,Loyal,42,Business,Business,2026,8.0,0.0,3,3,3,3,3,5,4,5,5,5,5,3,5,3,Satisfied
Female,Loyal,13,Personal,Eco,1711,5.0,0.0,4,4,4,4,2,4,4,4,4,4,4,3,4,3,Satisfied
Male,Loyal,43,Business,Eco,1878,51.0,61.0,2,4,3,4,2,2,2,2,4,2,3,4,2,2,Dissatisfied
Female,Loyal,53,Personal,Eco,949,17.0,5.0,3,3,3,3,5,5,5,5,4,5,5,5,4,5,Satisfied
Female,Loyal,37,Personal,Eco,2434,0.0,0.0,4,3,4,4,4,4,4,4,1,3,3,2,4,4,Satisfied
Male,Loyal,26,Personal,Eco,3115,11.0,4.0,1,5,1,4,2,1,2,2,1,5,5,1,3,2,Dissatisfied
Female,Loyal,60,Personal,Eco,1069,69.0,50.0,4,2,2,2,3,2,4,4,4,4,4,3,4,1,Satisfied
Female,Loyal,20,Personal,Eco,2097,0.0,0.0,4,3,3,3,5,3,3,4,4,4,4,3,4,5,Satisfied
Female,Disloyal,25,Business,Business,2380,3.0,0.0,4,5,3,4,2,3,2,2,4,4,4,4,4,2,Satisfied
Female,Loyal,18,Personal,Eco,1134,0.0,0.0,5,3,3,3,5,5,5,5,4,2,3,3,4,5,Satisfied
Female,Loyal,44,Business,Business,3422,23.0,11.0,3,5,5,5,2,4,4,3,3,3,3,1,3,1,Dissatisfied
Female,Loyal,38,Business,Business,3487,0.0,0.0,4,4,4,4,4,4,5,4,4,4,4,3,4,4,Satisfied
Male,Disloyal,20,Business,Eco,1903,16.0,10.0,4,4,4,1,4,4,4,4,5,4,4,5,5,4,Satisfied
Female,Loyal,51,Business,Business,1036,8.0,3.0,5,2,5,5,5,4,5,4,4,4,4,3,4,5,Satisfied
Male,Loyal,26,Personal,Eco Plus,2337,74.0,62.0,3,5,3,3,1,3,1,1,3,5,4,4,5,1,Dissatisfied
Female,Loyal,60,Business,Business,1682,0.0,0.0,3,3,3,3,3,4,4,5,5,5,5,4,5,3,Satisfied
Male,Loyal,21,Personal,Eco,2095,45.0,32.0,2,4,1,4,4,1,4,4,3,3,3,4,4,4,Dissatisfied
Female,Disloyal,25,Business,Business,1681,0.0,0.0,3,5,3,1,4,3,4,4,3,3,5,5,4,4,Dissatisfied
Male,Loyal,48,Business,Business,390,0.0,0.0,3,3,3,3,5,4,4,5,5,5,5,5,5,4,Satisfied
Male,Loyal,50,Business,Eco,2092,0.0,0.0,5,1,1,1,5,5,5,5,3,3,5,5,5,5,Satisfied
Male,Loyal,69,Personal,Eco,1554,0.0,0.0,3,5,3,4,5,3,5,5,2,3,5,2,4,5,Dissatisfied
Female,Loyal,45,Business,Eco,1549,32.0,58.0,3,4,4,4,1,4,4,3,3,3,3,3,3,2,Satisfied
Male,Loyal,54,Business,Business,1183,0.0,0.0,2,2,2,2,5,5,4,5,5,5,5,5,5,5,Satisfied
Male,Loyal,42,Business,Business,330,1.0,0.0,3,3,3,3,2,4,5,5,5,5,5,3,5,4,Satisfied
Male,Loyal,39,Business,Business,503,25.0,15.0,1,1,1,1,4,5,5,3,3,3,3,4,3,3,Satisfied
Male,Loyal,55,Business,Eco,1800,5.0,0.0,4,5,5,5,4,4,4,4,3,3,3,3,4,4,Dissatisfied
Male,Disloyal,34,Business,Eco Plus,1975,0.0,0.0,3,3,3,3,5,3,5,5,5,1,5,3,5,5,Dissatisfied
Female,Loyal,45,Business,Business,3672,57.0,48.0,3,2,3,3,3,5,4,4,4,4,4,5,4,3,Satisfied
Female,Loyal,35,Personal,Eco Plus,1488,68.0,68.0,5,3,5,1,1,5,1,1,4,1,3,4,3,1,Satisfied
Female,Loyal,51,Personal,Eco,898,35.0,27.0,3,3,3,3,4,4,4,4,1,2,5,2,1,4,Satisfied
Male,Loyal,55,Business,Eco,3070,0.0,0.0,2,1,1,1,2,2,2,2,1,5,2,4,1,2,Dissatisfied
Male,Loyal,28,Personal,Eco,1636,0.0,0.0,3,4,3,5,5,3,5,5,2,1,2,1,1,5,Dissatisfied
Male,Loyal,36,Business,Eco,1649,3.0,5.0,3,3,3,3,3,3,3,3,4,3,4,1,3,3,Dissatisfied
Female,Disloyal,39,Business,Business,1598,0.0,0.0,4,4,4,3,1,4,1,1,3,4,5,3,5,1,Dissatisfied
Female,Loyal,53,Personal,Business,959,0.0,28.0,4,4,4,4,2,5,4,4,4,4,5,3,4,5,Satisfied
Male,Loyal,50,Business,Eco,2971,7.0,32.0,5,1,5,1,5,5,5,5,2,2,2,5,4,5,Satisfied
Female,Loyal,54,Personal,Eco Plus,907,0.0,0.0,3,3,3,3,3,5,2,4,4,4,4,5,4,4,Satisfied
Female,Loyal,15,Business,Business,2431,0.0,0.0,2,2,2,2,4,4,4,4,4,3,4,5,5,4,Satisfied
Male,Loyal,46,Personal,Eco,3606,0.0,2.0,2,3,2,2,1,2,1,1,4,4,5,4,5,1,Dissatisfied
Male,Loyal,55,Business,Business,3752,71.0,116.0,5,5,5,5,3,4,4,3,3,3,3,5,3,5,Satisfied
Male,Loyal,29,Business,Business,3522,12.0,7.0,5,5,5,5,4,4,4,4,5,4,4,4,5,4,Satisfied
Male,Loyal,41,Business,Business,1906,59.0,66.0,5,5,5,5,2,5,4,2,2,2,2,4,2,3,Satisfied
Female,Loyal,49,Personal,Eco,694,12.0,0.0,3,3,3,3,2,4,4,5,5,5,5,5,5,3,Satisfied
Female,Disloyal,23,Business,Eco,1449,0.0,1.0,2,2,2,3,4,2,4,4,3,5,3,2,3,4,Dissatisfied
Female,Loyal,31,Business,Eco,2169,7.0,0.0,1,5,5,5,1,1,1,1,2,4,4,2,4,1,Dissatisfied
Female,Loyal,17,Business,Business,4382,18.0,3.0,5,5,5,5,3,3,3,3,5,3,4,5,4,3,Satisfied
Female,Loyal,31,Business,Business,3069,0.0,0.0,5,4,5,5,5,5,5,5,5,5,4,4,5,5,Satisfied
Female,Loyal,41,Business,Business,1974,15.0,0.0,2,2,2,2,5,5,5,2,2,3,2,3,2,3,Satisfied
Male,Loyal,47,Business,Business,102,0.0,0.0,4,4,4,4,3,4,4,5,5,5,4,4,5,5,Satisfied
Male,Loyal,56,Business,Business,244,0.0,0.0,2,2,2,2,5,1,2,4,4,4,4,3,4,1,Satisfied
Male,Loyal,40,Business,Business,2667,58.0,58.0,5,5,5,5,4,5,5,1,1,2,1,3,1,5,Satisfied
Female,Loyal,39,Business,Business,2162,4.0,5.0,4,4,4,4,3,4,4,4,4,4,4,5,4,5,Satisfied
Female,Loyal,59,Personal,Eco,120,0.0,0.0,1,1,3,1,5,5,5,5,2,5,4,5,4,5,Satisfied
Male,Loyal,30,Personal,Eco,1489,27.0,25.0,3,1,3,4,2,3,2,2,3,1,4,1,3,2,Dissatisfied
Female,Disloyal,41,Business,Eco Plus,2341,0.0,11.0,3,3,3,3,4,3,4,4,3,1,3,3,3,4,Dissatisfied
Female,Disloyal,23,Business,Eco,1992,47.0,30.0,3,3,3,3,4,3,4,4,4,3,3,3,3,4,Dissatisfied
Male,Disloyal,69,Business,Business,1770,0.0,5.0,3,3,3,1,2,3,2,2,4,3,5,4,4,2,Dissatisfied
Female,Loyal,43,Business,Eco,996,0.0,0.0,4,4,4,4,2,2,3,4,4,4,4,2,4,2,Satisfied
Female,Loyal,12,Personal,Eco,2450,0.0,0.0,4,4,4,4,3,5,4,4,4,4,4,5,4,5,Satisfied
Male,Loyal,22,Business,Business,1951,12.0,52.0,3,1,1,1,3,3,3,3,2,3,2,1,2,3,Dissatisfied
Female,Loyal,8,Personal,Eco Plus,2812,0.0,0.0,4,5,4,2,1,4,1,1,4,3,5,5,4,1,Dissatisfied
Female,Disloyal,25,Business,Eco,1938,0.0,0.0,5,1,5,4,4,5,4,4,3,2,5,3,2,4,Satisfied
Male,Loyal,56,Personal,Eco,1330,26.0,18.0,4,5,4,4,3,4,3,3,4,4,4,3,2,3,Dissatisfied
Male,Loyal,40,Personal,Business,455,0.0,63.0,3,4,3,3,5,5,5,1,1,3,1,5,1,3,Dissatisfied
Male,Loyal,58,Personal,Eco,1616,0.0,0.0,1,4,1,3,2,1,2,2,3,4,4,4,5,2,Dissatisfied
Female,Loyal,58,Personal,Eco,871,9.0,7.0,3,5,3,5,5,4,4,3,3,3,3,4,3,5,Dissatisfied
Male,Loyal,34,Business,Business,1918,15.0,3.0,2,4,4,4,4,4,4,2,2,3,2,2,2,4,Dissatisfied
Female,Loyal,40,Business,Eco,2281,29.0,16.0,4,4,4,4,4,4,4,4,2,5,3,2,4,4,Dissatisfied
Male,Loyal,35,Business,Eco,2186,27.0,22.0,1,3,3,3,1,1,1,1,3,3,4,1,4,1,Dissatisfied
Male,Loyal,40,Business,Business,3607,90.0,92.0,2,2,2,2,3,4,4,5,5,5,5,5,5,4,Satisfied
Male,Loyal,32,Personal,Eco,1423,0.0,0.0,1,3,1,3,5,1,5,5,1,3,3,4,3,5,Dissatisfied
Male,Disloyal,24,Business,Eco,1871,0.0,0.0,2,2,3,3,2,3,2,2,3,2,3,1,3,2,Dissatisfied
Female,Loyal,56,Business,Business,321,0.0,0.0,4,4,4,4,3,4,5,4,4,5,4,4,4,5,Satisfied
Female,Loyal,62,Business,Business,608,5.0,0.0,5,5,5,5,3,4,4,4,4,5,4,3,4,4,Satisfied
Female,Loyal,47,Business,Eco,711,22.0,19.0,5,5,5,5,1,1,4,5,5,5,5,2,5,1,Satisfied
Female,Loyal,60,Personal,Eco,269,39.0,36.0,2,2,2,2,5,4,4,5,5,5,5,5,5,3,Satisfied
Female,Loyal,55,Business,Business,662,72.0,59.0,1,1,1,1,4,4,5,4,4,4,4,3,4,4,Satisfied
Female,Loyal,65,Personal,Business,2484,11.0,0.0,5,1,1,1,5,5,5,5,2,2,4,5,2,5,Satisfied
Male,Loyal,46,Personal,Eco,3059,21.0,14.0,1,5,1,2,2,1,2,2,3,5,4,5,4,2,Dissatisfied
Male,Loyal,36,Business,Business,2266,0.0,0.0,4,4,4,4,4,5,4,5,5,4,5,4,5,4,Satisfied
Male,Disloyal,29,Business,Eco,3535,12.0,34.0,3,3,3,3,1,3,1,1,4,2,4,4,4,1,Dissatisfied
Male,Loyal,43,Business,Business,1843,28.0,29.0,1,1,1,1,2,5,5,4,4,4,4,4,4,5,Satisfied
Male,Loyal,58,Business,Eco,3807,0.0,0.0,1,5,5,5,1,1,1,3,1,4,4,1,1,1,Dissatisfied
Female,Loyal,30,Business,Eco Plus,1437,0.0,0.0,3,2,1,2,3,3,3,3,1,5,3,4,4,3,Dissatisfied
Female,Loyal,52,Business,Business,1544,74.0,70.0,1,1,1,1,2,4,5,4,4,4,4,5,4,4,Satisfied
Female,Disloyal,33,Business,Eco,1751,0.0,0.0,3,4,3,3,3,3,3,3,2,3,3,3,4,3,Dissatisfied
Male,Loyal,48,Business,Eco,1878,44.0,30.0,4,1,1,1,5,4,5,5,3,2,3,5,2,5,Satisfied
Female,Loyal,37,Personal,Eco,1198,13.0,8.0,4,1,4,4,4,4,3,3,3,4,3,3,3,2,Satisfied
Male,Disloyal,27,Business,Eco,1767,0.0,0.0,2,4,1,3,5,1,5,5,1,2,4,3,4,5,Dissatisfied
